Open,High,Low,Close,Volume,Change
416.76,418.17,415.83,417.96,51235700,0.3
418.42,422.08,418.42,420.87,45681200,0.7
421.17,421.58,419.7,420.9,38053700,0.01
421.3,422.34,419.6,421.44,50634300,0.13
421.02,424.26,420.61,424.03,60718000,0.61
424.28,424.53,422.73,423.41,59091000,-0.15
423.62,423.66,420.52,422.74,57858600,-0.16
422.91,425.36,419.64,420.35,63454700,-0.57
420.81,420.89,416.52,419.41,49792700,-0.22
419.59,422.43,419.26,421.56,73478600,0.51
421.87,422.74,420.53,422.48,50747500,0.22
422.84,427.28,422.84,425.19,70728800,0.64
425.63,426.66,422.92,423.73,69060400,-0.34
423.93,425.37,423.01,424.28,45281000,0.13
424.43,429.93,424.43,429.71,54801500,1.28
429.58,432.63,428.98,430.57,39392800,0.2
430.64,431.37,426.08,427.4,52125900,-0.74
427.61,429.27,427.09,428.59,55670900,0.28
428.7,436.02,428.1,435.51,52810500,1.61
435.32,443.05,434.41,441.39,72890096,1.35
441.42,450.55,440.95,449.42,68204704,1.82
449.69,449.81,444.15,445.74,58804400,-0.82
445.86,450.28,444.33,450.28,50485400,1.02
450.56,460.15,448.93,458.55,68198400,1.84
459.12,466.62,453.59,461.43,87091800,0.63
461.65,467.96,461.62,466.09,78971904,1.01
466.26,467.08,444.13,444.69,93564896,-4.59
445.04,449.55,436.65,449.01,74064704,0.97
449.41,455.38,446.02,455.1,49258500,1.36
455.18,455.59,447.7,448.32,69322600,-1.49
448.48,452.48,447.93,451.88,40660100,0.79
451.93,452.45,441.78,444.67,92127000,-1.6
444.73,451.1,442.62,450.3,59366400,1.27
450.18,450.38,445.63,446.72,50407300,-0.8
446.71,448.51,445.88,447.98,50440800,0.28
447.94,461.38,447.07,459.6,72796800,2.59
459.64,460.67,457.32,458.54,38364500,-0.23
458.43,459.42,455.98,458.55,40315000,0.0
458.21,462.48,456.53,460.48,55493100,0.42
460.52,461.93,448.95,450.89,58956100,-2.08
450.86,454.58,450.86,452.73,50605200,0.41
452.45,454.95,449.25,454.77,59849300,0.45
454.85,457.05,453.45,455.67,60845000,0.2
455.82,456.84,454.79,455.67,37209000,0.0
455.76,458.69,455.46,457.57,28514000,0.42
457.59,458.2,452.95,454.16,59171500,-0.75
454.01,455.07,453.61,453.78,64100300,-0.08
453.69,456.0,453.3,454.62,86850096,0.19
454.52,454.63,438.71,438.71,96027400,-3.5
437.79,444.05,437.39,442.68,81987904,0.9
442.97,443.78,441.71,443.19,42762300,0.12
443.22,443.43,439.04,439.32,39657600,-0.87
439.35,444.35,438.82,444.15,50582500,1.1
444.29,447.1,443.93,445.98,65783100,0.41
446.06,450.3,446.06,449.6,65231000,0.81
449.67,453.64,447.9,453.38,65203800,0.84
453.52,478.15,453.52,473.46,164780992,4.43
473.03,533.47,472.7,530.04,181199008,11.95
527.48,553.96,512.18,526.23,148736992,-0.72
528.47,544.35,522.96,533.86,87958704,1.45
534.19,546.62,520.66,531.39,138450000,-0.46
531.11,543.08,525.64,536.92,86061800,1.04
536.52,540.35,533.08,537.97,60378200,0.2
537.68,574.64,536.92,569.19,122020000,5.8
569.71,590.13,564.24,572.73,94925296,0.62
573.31,582.81,569.18,574.98,68874096,0.39
574.6,586.47,574.6,585.54,72138896,1.84
585.45,590.26,567.51,576.6,107770000,-1.53
577.17,582.84,573.13,581.65,80265800,0.88
582.2,582.2,570.95,574.63,71301000,-1.21
575.84,579.13,573.33,577.47,66991900,0.49
578.67,607.12,578.67,606.73,82357000,5.07
609.68,684.84,607.04,672.78,277084992,10.89
671.65,716.0,664.49,704.38,243295008,4.7
704.5,704.5,662.8,685.56,186694000,-2.67
685.68,696.3,672.56,694.47,99223800,1.3
696.52,773.72,696.52,766.31,271633984,10.34
768.49,775.36,716.56,748.91,363320992,-2.27
748.76,777.99,733.93,756.23,252718000,0.98
756.69,766.62,745.63,763.78,136184992,1.0
763.93,764.08,732.73,737.23,174511008,-3.48
735.88,735.88,639.07,666.65,309944000,-9.57
665.91,678.67,587.48,596.12,266392992,-10.58
597.44,629.33,558.14,623.98,253462000,4.67
625.58,681.73,625.27,665.3,224316992,6.62
665.28,691.73,646.56,665.12,126656000,-0.03
665.93,665.98,616.93,629.37,109225000,-5.37
629.35,655.28,620.52,655.28,122134000,4.12
658.1,659.25,637.77,647.0,138384992,-1.26
644.12,644.68,628.28,639.89,142456000,-1.1
640.59,675.4,636.61,673.34,138980000,5.23
672.52,686.15,669.59,676.3,134431008,0.44
676.73,703.7,676.4,703.7,112354000,4.05
704.97,704.97,649.01,658.66,129512000,-6.4
658.8,683.66,650.51,683.66,92008400,3.8
683.21,683.49,665.07,670.63,130476000,-1.91
670.42,681.9,670.42,677.33,134960992,1.0
678.09,682.43,611.83,640.56,258091008,-5.43
640.69,666.71,636.47,666.52,141970000,4.05
666.38,666.38,633.4,650.96,180536000,-2.33
650.6,652.29,641.26,649.36,102532000,-0.25
648.48,659.63,644.98,647.66,107910000,-0.26
648.28,675.26,646.78,664.55,138172992,2.61
664.8,668.7,654.47,654.47,131449000,-1.52
652.92,662.9,652.92,658.08,98511400,0.55
659.17,667.08,659.04,663.26,81673104,0.79
663.78,666.46,659.33,660.77,50330200,-0.38
661.99,682.36,661.99,679.46,74407904,2.83
679.81,681.55,668.63,673.11,69465000,-0.93
672.74,673.28,667.63,672.86,61203300,-0.04
672.81,672.93,663.36,665.68,94636400,-1.07
665.23,666.22,660.41,665.01,60491800,-0.1
664.92,666.58,646.72,650.62,134169000,-2.16
650.73,656.37,648.52,655.56,69532200,0.76
655.41,663.11,652.79,661.28,118184000,0.87
661.26,661.83,653.4,654.1,78176496,-1.09
654.23,656.22,645.88,651.78,225135008,-0.35
651.63,657.46,648.45,654.35,147460992,0.39
654.49,657.59,654.49,655.03,86428400,0.1
655.11,657.8,654.79,656.99,60703500,0.3
657.01,658.22,654.21,655.05,38456100,-0.3
655.1,655.28,624.36,624.68,110818000,-4.64
624.6,626.12,605.88,606.27,121887000,-2.95
606.4,612.85,531.33,547.47,330932992,-9.7
548.66,573.36,541.55,566.35,207982000,3.45
566.33,579.5,565.78,578.29,125292000,2.11
578.28,578.28,569.98,575.04,66127900,-0.56
575.03,588.4,569.47,587.78,80797296,2.22
587.77,597.51,586.82,592.69,82398400,0.84
592.74,592.99,588.05,591.05,61194100,-0.28
591.04,591.09,584.79,587.8,92228096,-0.55
587.65,599.98,586.37,592.1,102905000,0.73
592.12,597.54,589.12,589.12,74514400,-0.5
588.8,589.91,583.81,587.56,69218000,-0.26
587.36,589.77,584.98,585.59,43563000,-0.34
585.59,585.67,564.78,570.47,60851100,-2.58
570.49,573.58,563.24,567.24,57262300,-0.57
567.24,581.74,566.72,577.44,58405200,1.8
577.76,580.89,571.43,573.22,54443000,-0.73
573.71,577.79,573.43,574.32,59896600,0.19
574.34,578.24,574.18,575.63,50631600,0.23
576.08,582.82,575.46,581.7,45301400,1.05
581.94,584.16,580.22,581.31,38299400,-0.07
581.31,588.45,580.59,586.75,72844000,0.94
586.77,589.47,581.63,583.41,85349200,-0.57
583.41,583.59,579.85,580.18,56328200,-0.55
580.18,580.45,575.17,577.76,136130000,-0.42
577.75,580.62,576.86,579.65,48856800,0.33
579.45,579.84,568.63,569.95,59698300,-1.67
569.83,574.04,569.74,573.91,86301600,0.69
574.07,576.28,573.47,574.11,110398000,0.03
574.11,578.36,574.11,577.5,70342400,0.59
577.59,577.86,573.64,575.47,75840896,-0.35
575.55,576.31,571.81,572.3,76923400,-0.55
572.41,575.64,570.81,575.54,79910800,0.57
575.55,599.5,574.06,598.21,159014000,3.94
598.59,611.84,596.85,608.63,97942896,1.74
608.99,609.05,602.24,606.59,82446800,-0.34
606.51,610.83,605.09,610.44,78529104,0.63
610.57,614.54,608.51,614.54,75032400,0.67
614.64,628.77,613.84,626.32,86713000,1.92
626.35,626.83,620.26,622.86,64550200,-0.55
622.93,625.09,622.4,623.51,45016800,0.1
623.42,628.82,600.51,606.72,73610800,-2.69
607.01,608.46,605.41,608.24,72812304,0.25
608.03,611.19,606.92,609.24,86920600,0.16
608.84,611.95,608.41,610.68,47877700,0.24
610.59,611.09,607.16,607.16,59464600,-0.58
607.25,609.26,606.73,606.97,64963400,-0.03
607.22,607.86,605.19,605.98,37140300,-0.16
606.28,610.16,605.86,609.87,48679400,0.64
609.87,610.93,608.27,609.23,54796400,-0.1
609.25,609.53,607.94,608.31,72710896,-0.15
603.59,603.59,595.88,597.15,82776200,-1.83
597.28,598.49,596.21,596.3,67085300,-0.14
596.2,603.21,595.79,602.84,51067000,1.1
602.96,604.58,602.04,602.63,35359500,-0.03
602.75,603.38,599.71,600.83,33977800,-0.3
600.81,608.14,600.35,608.04,59153800,1.2
608.02,608.25,604.11,606.17,49422400,-0.31
606.24,606.59,604.61,604.73,48722600,-0.24
605.02,606.82,604.85,605.69,55658600,0.16
605.72,609.73,604.14,609.73,56122400,0.67
609.93,615.24,609.93,613.98,56357000,0.7
613.95,614.01,609.68,610.89,39249800,-0.5
610.97,612.57,610.46,612.13,46798300,0.2
612.05,612.05,609.48,610.2,49801600,-0.32
610.22,613.81,609.62,612.51,68077504,0.38
612.47,613.82,611.47,613.02,56812100,0.08
612.61,617.91,611.82,617.12,64071400,0.67
617.34,619.85,617.34,619.11,42345900,0.32
619.17,619.2,616.61,616.75,39243400,-0.38
616.82,621.32,616.2,618.99,67481104,0.36
619.24,642.08,618.5,641.07,103590000,3.57
640.87,641.34,635.97,636.19,92370200,-0.76
636.03,638.83,635.03,636.79,61620700,0.09
637.01,641.28,637.01,640.38,58144600,0.56
640.31,642.1,637.39,638.65,39035400,-0.27
639.08,642.9,638.9,641.63,40298100,0.47
641.82,642.33,638.66,639.19,58063600,-0.38
639.41,640.74,636.0,637.96,65546700,-0.19
638.13,638.87,628.01,630.52,69381696,-1.17
630.66,631.92,628.26,630.86,56957300,0.05
630.83,634.09,630.69,632.83,55951000,0.31
633.14,658.2,632.85,657.29,78556496,3.87
657.62,661.13,653.89,657.07,54474600,-0.03
657.16,657.25,652.59,653.76,62218200,-0.5
654.0,664.42,653.7,657.59,90378800,0.59
657.68,679.73,657.68,678.3,88877104,3.15
678.21,688.59,678.04,688.31,96105296,1.48
688.0,690.44,684.16,689.65,81145504,0.19
690.29,720.4,690.05,714.48,134760992,3.6
714.12,714.12,696.47,701.86,100665000,-1.77
702.64,709.29,691.68,700.97,97064400,-0.13
701.34,736.45,701.34,729.79,130527000,4.11
730.07,740.83,722.35,740.83,84865200,1.51
742.35,745.77,678.16,688.7,172808000,-7.04
689.12,706.93,685.56,703.23,99907696,2.11
703.53,707.51,697.74,703.42,53752300,0.03
703.81,714.26,699.56,711.52,59902200,1.15
710.74,710.74,699.9,703.13,65047100,-1.18
703.09,712.99,702.39,709.85,79660800,0.96
709.83,740.05,708.61,723.27,132429000,1.89
722.84,723.02,711.21,715.53,68807800,-1.07
715.55,718.32,714.41,716.41,63119700,0.12
716.75,717.15,704.03,705.05,64622500,-1.59
705.2,705.26,687.32,702.03,80318096,-0.43
702.0,706.28,699.81,705.02,62993000,0.43
705.79,715.72,705.26,711.62,72038496,0.94
711.17,747.61,709.04,744.2,141294000,4.58
744.88,755.65,739.51,740.98,108579000,-0.43
740.71,752.88,736.89,751.59,87363104,1.43
751.83,756.24,744.47,751.62,110608000,0.0
751.88,755.48,717.94,731.03,154116000,-2.74
731.27,741.72,730.51,739.25,60802400,1.12
739.64,753.87,736.53,751.35,129906000,1.64
751.74,752.25,738.92,744.59,76543800,-0.9
744.62,746.83,733.49,740.29,85919296,-0.58
740.44,741.65,734.59,741.65,67807600,0.18
741.51,742.21,729.63,735.38,54962700,-0.85
735.44,739.02,731.09,732.03,52601800,-0.46
732.48,738.01,732.48,735.81,61888600,0.52
736.33,737.47,734.56,735.6,68511104,-0.03
736.28,747.93,736.27,745.69,84070800,1.37
746.05,758.28,746.05,756.77,80461904,1.49
757.54,781.3,757.54,777.94,127605000,2.8
778.25,778.25,764.86,771.16,69547296,-0.87
771.64,773.87,768.16,773.87,60557900,0.35
773.39,773.47,751.71,758.7,106363000,-1.96
758.72,765.62,758.72,764.22,116218000,0.73
764.21,771.54,759.75,768.13,96426096,0.51
768.08,774.7,765.95,770.81,80111904,0.35
769.94,774.53,769.65,772.79,68705296,0.26
773.02,777.09,772.91,774.65,53843100,0.24
774.75,774.8,765.41,769.73,57313400,-0.64
770.04,781.92,770.04,780.09,76571000,1.35
780.65,788.46,777.96,780.56,81645600,0.06
780.01,782.03,776.84,781.48,75979000,0.12
780.07,781.43,777.8,778.09,81580096,-0.43
778.96,785.03,778.96,784.91,83608200,0.88
785.17,792.51,784.86,790.83,78989800,0.75
791.01,794.74,788.03,790.53,60524400,-0.04
790.69,793.61,790.32,792.71,74886400,0.28
792.25,801.34,791.5,800.88,99629296,1.03
800.64,834.28,799.41,834.28,155576000,4.17
834.18,875.78,834.15,864.54,200027008,3.63
864.89,925.12,864.68,921.98,275564000,6.64
922.18,923.48,886.34,898.82,137727008,-2.51
899.65,899.65,862.42,896.18,143664992,-0.29
896.91,913.18,896.9,907.61,123771000,1.28
908.35,940.05,904.26,933.2,167308000,2.82
934.83,975.92,934.83,975.92,236630000,4.58
975.13,979.4,954.5,973.5,199320000,-0.25
972.53,972.53,934.83,961.24,187474000,-1.26
960.63,963.74,947.24,963.74,99135104,0.26
963.66,1003.08,958.7,998.33,147775008,3.59
998.62,1031.39,996.7,1021.75,222184992,2.35
1021.6,1044.08,1021.6,1043.84,185168000,2.16
1044.4,1159.42,1044.4,1154.73,344945984,10.62
1156.73,1191.1,910.42,1013.38,510199008,-12.24
1014.24,1046.81,883.94,902.2,351876000,-10.97
903.49,908.59,823.56,908.59,279550016,0.71
908.17,942.72,887.25,911.2,158715008,0.29
913.24,913.69,879.81,902.83,141876992,-0.92
902.44,914.87,901.06,907.68,115808000,0.54
908.11,919.45,762.77,777.76,310928992,-14.31
775.18,826.25,755.76,804.83,222326000,3.48
803.74,829.0,780.0,823.98,168968000,2.38
825.14,835.09,812.46,818.41,93063296,-0.68
818.14,823.31,812.87,821.8,71013600,0.41
821.78,834.53,820.27,831.53,82755200,1.18
830.95,910.56,830.8,907.94,155095008,9.19
909.37,917.5,858.3,886.62,225676992,-2.35
888.34,904.61,884.34,899.07,105625000,1.4
898.17,899.4,887.01,895.03,86728400,-0.45
895.55,927.37,895.53,921.79,111158000,2.99
922.21,937.53,897.56,924.67,116573000,0.31
925.5,928.27,916.74,921.01,73588600,-0.4
910.68,924.15,892.29,892.69,111349000,-3.07
891.92,903.25,891.69,901.54,120831000,0.99
902.4,919.33,902.22,917.59,131958000,1.78
918.36,923.22,915.85,919.75,125594000,0.24
919.81,923.91,919.81,921.59,68979600,0.2
922.07,923.42,919.15,919.5,60851700,-0.23
920.15,923.05,919.47,920.38,78227296,0.1
920.96,972.02,920.96,970.4,164582000,5.43
970.94,989.11,970.74,989.02,150110000,1.92
990.0,1013.52,983.22,1011.8,145820992,2.3
1011.46,1033.87,1008.79,1029.91,201278000,1.79
1031.33,1045.9,1015.16,1042.9,155064000,1.26
1043.52,1043.63,1022.37,1027.34,114208000,-1.49
1028.4,1044.64,1028.16,1038.15,111762000,1.05
1040.14,1061.93,1040.14,1061.35,146007008,2.23
1062.32,1078.97,1037.49,1063.07,201855008,0.16
1064.7,1088.99,953.34,994.38,407220000,-6.46
995.63,998.91,946.69,988.67,190452000,-0.57
988.9,1009.29,982.83,1004.45,102261000,1.6
1003.52,1004.76,996.92,999.18,67530000,-0.52
998.89,1002.1,976.0,990.64,100607000,-0.85
991.73,1011.51,986.47,1004.55,137946000,1.4
1006.21,1008.84,1001.58,1007.48,89759400,0.29
1007.65,1033.37,1007.65,1027.44,122277000,1.98
1026.12,1053.17,1025.64,1046.21,136474000,1.83
1049.21,1061.1,1046.96,1054.42,99073504,0.78
1054.76,1056.81,1043.46,1047.87,77423296,-0.62
1048.69,1080.49,1041.69,1079.98,109478000,3.06
1079.28,1117.25,1076.93,1115.3,186868992,3.27
1114.8,1125.39,1100.55,1117.44,136100000,0.19
1117.27,1176.62,1116.96,1166.72,189454000,4.41
1172.71,1200.39,1131.96,1173.68,330759008,0.6
1170.41,1174.85,1124.59,1143.84,139960992,-2.54
1144.27,1167.47,1130.2,1165.2,116486000,1.87
1163.78,1181.98,1163.38,1179.97,131570000,1.27
1180.72,1193.25,1171.82,1179.97,184956000,0.0
1180.04,1222.5,1179.69,1222.5,229056992,3.6
1224.68,1262.13,1215.62,1251.01,368275008,2.33
1250.71,1280.31,1250.71,1274.99,315739008,1.92
1277.43,1279.4,1230.51,1255.15,183270000,-1.56
1254.29,1267.29,1238.06,1267.12,134127000,0.95
1267.47,1276.0,1264.6,1272.83,153656992,0.45
1273.21,1275.55,1204.8,1223.54,291256000,-3.87
1223.23,1232.16,1148.08,1150.0,332603008,-6.01
1150.35,1197.46,1141.23,1188.49,212283008,3.35
1189.36,1270.47,1077.25,1116.72,563795968,-6.04
1116.32,1193.83,1116.32,1175.83,283320000,5.29
1176.62,1226.98,1175.36,1221.38,227176000,3.87
1221.78,1237.37,1217.03,1231.92,380276992,0.86
1232.16,1244.81,1220.72,1240.0,245306000,0.66
1240.16,1251.61,1239.75,1249.61,297804992,0.77
1251.33,1257.98,1152.44,1187.81,638568000,-4.95
1180.16,1180.16,1099.57,1100.23,706598976,-7.37
1099.69,1114.07,957.66,973.82,621302016,-11.49
976.73,1069.91,976.73,1036.74,406648000,6.46
1037.24,1063.03,1036.68,1054.23,286529984,1.69
1055.36,1122.43,1055.36,1120.54,337391008,6.29
1120.65,1120.65,1014.21,1049.14,380840992,-6.37
1050.05,1058.01,1028.93,1038.59,248540000,-1.01
1038.45,1040.47,934.36,937.52,491038016,-9.73
936.54,975.76,903.71,972.78,435803008,3.76
974.02,1007.96,954.19,966.72,303668000,-0.62
972.05,1046.4,971.98,1045.77,372535008,8.18
1044.58,1064.65,1027.73,1047.15,326332000,0.13
1046.08,1055.13,1015.88,1039.97,298457984,-0.69
1042.21,1049.29,1020.04,1026.43,352968992,-1.3
1026.64,1074.92,1026.64,1071.79,447287008,4.42
1071.71,1091.72,1061.09,1080.5,289633984,0.81
1080.61,1107.59,1075.45,1102.17,514187008,2.01
1102.95,1151.74,1102.95,1143.81,580444032,3.78
1145.52,1156.44,1120.52,1133.25,436310016,-0.92
1134.14,1135.09,1113.63,1124.78,414784000,-0.75
1125.81,1188.37,1125.81,1182.68,511222016,5.15
1178.94,1186.58,1163.39,1176.9,317022016,-0.49
1172.65,1184.98,1162.58,1175.95,209312000,-0.08
1176.57,1197.21,1171.86,1187.87,242343008,1.01
1187.3,1190.34,1179.04,1187.13,215883008,-0.06
1187.46,1208.07,1187.46,1205.01,216182000,1.51
1204.81,1207.14,1196.76,1200.37,288702016,-0.39
1201.02,1205.89,1156.44,1169.28,351968992,-2.59
1170.33,1190.8,1159.79,1167.54,254827008,-0.15
1167.3,1188.0,1164.96,1172.52,203559008,0.43
1172.61,1187.22,1172.61,1182.94,183231008,0.89
1183.25,1194.9,1172.65,1193.91,253206000,0.93
1193.77,1217.57,1193.77,1211.67,270524000,1.49
1212.13,1215.51,1205.08,1210.29,288060992,-0.11
1211.08,1240.79,1208.41,1229.08,315108000,1.55
1229.42,1235.94,1215.56,1222.05,272167008,-0.57
1222.71,1235.56,1208.47,1231.71,249320000,0.79
1231.92,1232.2,1203.94,1207.21,258951008,-1.99
1209.63,1250.94,1209.63,1250.15,235806000,3.56
1250.45,1267.58,1249.97,1265.49,242556000,1.23
1265.99,1294.83,1265.93,1281.08,329631008,1.23
1281.88,1319.7,1281.3,1317.73,449196992,2.86
1317.74,1331.28,1292.37,1316.48,527488992,-0.09
1317.84,1327.2,1315.21,1321.79,422705984,0.4
1321.87,1347.91,1314.92,1347.89,413115008,1.97
1348.3,1434.32,1348.3,1421.6,713624000,5.47
1421.03,1473.9,1415.69,1452.82,477337984,2.2
1453.78,1492.77,1447.49,1490.09,583795968,2.57
1490.72,1608.91,1490.72,1537.67,933548992,3.19
1540.87,1618.03,1530.31,1555.45,946035968,1.16
1556.81,1578.8,1542.5,1578.8,582529984,1.5
1579.47,1596.72,1559.76,1596.71,1080029952,1.13
1596.92,1723.35,1596.92,1723.35,1340320000,7.93
1723.89,1833.49,1716.3,1755.36,1167920000,1.86
1756.52,1788.44,1719.1,1787.13,915723008,1.81
1780.37,1873.93,1755.35,1848.57,799489984,3.44
1845.76,1856.15,1694.01,1724.24,740984000,-6.73
1723.12,1812.99,1651.08,1804.91,579635008,4.68
1800.86,1831.42,1776.62,1808.91,437196000,0.22
1808.44,1812.8,1708.54,1738.43,731529024,-3.9
1741.7,1785.94,1686.54,1734.45,959044992,-0.23
1726.73,1864.05,1661.91,1839.09,1064729984,6.03
1818.7,1904.48,1807.12,1888.65,894321024,2.69
1897.37,2004.52,1890.25,1987.71,1157289984,5.25
1984.24,2084.73,1974.92,2084.73,961336000,4.88
2067.03,2119.08,2037.5,2041.2,1147859968,-2.09
2043.19,2303.9,2017.87,2173.4,1942220032,6.48
2191.56,2320.82,2178.5,2320.42,1378749952,6.76
2321.37,2523.72,2321.37,2443.64,1725379968,5.31
2446.24,2763.71,2285.3,2304.98,2406700032,-5.67
2320.89,2573.79,2071.99,2202.42,1763480064,-4.45
2196.27,2260.2,1855.83,2038.87,1700480000,-7.43
2054.08,2267.34,2054.08,2155.8,1147139968,5.74
2159.43,2307.05,2107.17,2255.61,994625024,4.63
2255.36,2301.96,2124.57,2175.47,1443970048,-3.55
2187.19,2311.08,2145.57,2286.41,1544829952,5.1
2288.33,2448.39,2288.33,2407.88,1653180032,5.31
2404.03,2488.55,2373.32,2488.55,1317030016,3.35
2493.72,2581.91,2423.57,2515.35,1514950016,1.08
2547.79,2585.89,2452.54,2511.81,1355120000,-0.14
2512.4,2686.81,2510.22,2686.81,1369309952,6.97
2690.84,2999.91,2690.84,2863.2,2089609984,6.57
2869.38,2869.38,2700.56,2732.16,1517709952,-4.58
2720.49,2815.3,2670.95,2805.62,1281170048,2.69
2807.44,2901.71,2795.62,2823.81,1348950016,0.65
2828.14,2950.99,2746.55,2947.71,2018889984,4.39
2942.41,2996.6,2840.53,2958.11,1752400000,0.35
2953.22,2997.26,2518.56,2659.63,2569530112,-10.09
2680.91,2789.04,2650.38,2717.02,1781200000,2.16
2716.88,2786.83,2412.94,2506.37,1696560000,-7.75
2499.58,2534.71,2212.96,2464.58,2026259968,-1.67
2469.57,2539.92,2385.15,2518.56,1195190016,2.19
2514.01,2685.19,2484.96,2655.88,1534509952,5.45
2655.35,2662.1,2516.33,2548.29,1178659968,-4.05
2549.03,2662.85,2549.03,2589.6,1446840064,1.62
2591.26,2763.45,2589.82,2721.79,1854189952,5.1
2709.43,2772.01,2660.4,2689.1,1626579968,-1.2
2691.03,2723.74,2642.36,2705.41,1097939968,0.61
2707.34,2765.17,2706.37,2744.91,961318976,1.46
2738.52,2757.94,2583.19,2608.72,982750016,-4.96
2607.25,2682.26,2552.12,2589.41,1161100032,-0.74
2590.57,2615.25,2376.29,2478.45,1663280000,-4.29
2478.45,2552.45,2332.99,2552.45,1489789952,2.99
2553.03,2603.98,2484.42,2574.79,1183869952,0.88
2567.56,2588.83,2510.48,2539.32,949979008,-1.38
2539.24,2559.25,2478.43,2480.84,860273024,-2.3
2492.6,2515.27,2419.23,2434.55,779913984,-1.87
2436.4,2514.28,2394.84,2506.47,803747008,2.95
2498.56,2595.0,2480.47,2564.06,964112000,2.3
2561.0,2631.59,2559.35,2601.64,985516032,1.47
2602.87,2622.65,2538.55,2601.99,941566016,0.01
2608.1,2616.72,2581.69,2608.56,761956992,0.25
2608.59,2916.14,2498.87,2518.66,917411968,-3.45
2520.27,2571.34,2492.31,2571.34,733329984,2.09
2572.61,2635.49,2517.59,2518.44,527856000,-2.06
2525.25,2537.16,2321.13,2372.56,1111200000,-5.79
2385.89,2413.47,2296.81,2337.79,1329760000,-1.47
2332.77,2423.71,2275.14,2398.84,1117410048,2.61
2402.7,2425.22,2340.83,2357.9,835769984,-1.71
2360.59,2363.25,2183.22,2233.34,882502976,-5.28
2230.12,2231.14,1990.41,1998.86,993608000,-10.5
1991.98,2058.77,1843.03,1929.82,1182870016,-3.45
1932.62,2230.49,1932.62,2228.41,1201760000,15.47
2233.52,2387.61,2164.77,2318.88,1512450048,4.06
2323.08,2397.17,2260.23,2273.43,1245100032,-1.96
2269.89,2900.7,2269.89,2817.6,2249260032,23.94
2838.41,2838.41,2621.85,2667.76,1489449984,-5.32
2668.63,2862.42,2657.71,2810.12,1177129984,5.34
2808.1,2832.18,2653.94,2730.4,1072840000,-2.84
2732.7,2777.26,2699.19,2754.86,866473984,0.9
2757.5,2768.08,2480.96,2576.48,1460089984,-6.48
2577.77,2610.76,2450.8,2529.45,937404032,-1.83
2538.71,2693.32,2529.34,2671.78,789104000,5.63
2679.73,2897.45,2679.73,2809.01,1380099968,5.14
2807.02,2808.76,2692.8,2726.45,803745984,-2.94
2724.39,2758.53,2644.85,2757.18,705942976,1.13
2763.24,2889.62,2720.61,2875.34,860574976,4.29
2871.3,2921.35,2685.61,2718.26,1324669952,-5.46
2727.13,2762.53,2668.59,2710.67,1094950016,-0.28
2709.56,2813.31,2685.14,2804.73,804796992,3.47
2806.93,2899.33,2743.72,2895.89,1002120000,3.25
2897.63,3290.01,2874.83,3252.91,1945699968,12.33
3257.61,3293.29,3155.6,3213.94,1105030016,-1.2
3212.78,3397.68,3180.89,3378.94,1482279936,5.13
3370.22,3484.85,3345.83,3419.94,1752760064,1.21
3420.4,3422.76,3247.67,3342.47,1468960000,-2.27
3341.84,3453.45,3319.47,3381.28,1515110016,1.16
3373.82,3679.72,3372.12,3650.62,2021190016,7.97
3650.63,3949.92,3613.7,3884.71,2219589888,6.41
3880.04,4208.39,3857.8,4073.26,3159089920,4.85
4066.1,4325.13,3989.16,4325.13,2463089920,6.18
4326.99,4455.97,3906.18,4181.93,3258050048,-3.31
4200.34,4381.23,3994.42,4376.63,2272039936,4.66
4384.44,4484.7,4243.71,4331.69,2553359872,-1.03
4324.34,4370.13,4015.4,4160.62,2941710080,-3.95
4137.75,4243.26,3970.55,4193.7,2975820032,0.8
4189.31,4196.29,4069.88,4087.66,2109769984,-2.53
4090.48,4109.14,3988.6,4001.74,2800890112,-2.1
3998.35,4128.76,3674.58,4100.52,3764239872,2.47
4089.01,4255.78,4078.41,4151.52,2369819904,1.24
4137.6,4376.39,4130.26,4334.68,2037750016,4.41
4332.82,4455.7,4307.35,4371.6,1727970048,0.85
4372.06,4379.28,4269.52,4352.4,1511609984,-0.44
4345.1,4416.59,4317.29,4382.88,1537459968,0.7
4384.45,4403.93,4224.64,4382.66,1959330048,-0.01
4389.21,4625.68,4352.13,4579.02,2486080000,4.48
4570.36,4626.52,4471.41,4565.3,1937849984,-0.3
4555.59,4736.05,4549.4,4703.39,1944930048,3.02
4701.76,4892.01,4678.53,4892.01,2599079936,4.01
4901.42,4975.04,4469.24,4578.77,2722139904,-6.4
4585.27,4714.08,4417.59,4582.96,1933190016,0.09
4591.63,4591.63,4108.4,4236.31,2987330048,-7.56
4228.29,4427.84,3998.11,4376.53,2697969920,3.31
4376.59,4617.25,4376.59,4597.12,2172100096,5.04
4589.14,4655.04,4491.33,4599.88,1844620032,0.06
4605.16,4661.0,4075.18,4228.75,2700890112,-8.07
4229.81,4308.82,4114.11,4226.06,1386230016,-0.06
4229.34,4245.44,3951.04,4122.94,1679090048,-2.44
4122.47,4261.67,4099.4,4161.27,1557330048,0.93
4168.88,4344.65,4085.22,4130.81,1864530048,-0.73
4131.98,4131.98,3789.92,3882.59,2219409920,-6.01
3875.37,3920.6,3153.86,3154.95,2716310016,-18.74
